Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Diphtheria,HIV/AIDS(),GDP,Schooling
70,196,0,494,84,0,53,85,120,6858,12
70,22,0,472,84,0,53,84,80,5761,12
69,199,0,452,84,0,52,84,60,528,12
69,25,0,447,83,0,51,83,60,3596,11
68,214,0,455,,0,5,85,90,36,11
68,223,0,453,,0,50,75,100,263,11
68,221,0,441,,0,49,73,160,2233,11
68,219,0,423,,0,48,68,180,1599,11
67,224,0,429,,0,48,71,40,1889,11
59,373,2,,9,0,32,9,710,3137,11
58,382,2,1,98,0,32,98,730,3464,11
58,393,2,1,98,0,31,98,980,3599,11
57,412,2,1,95,0,4,95,1220,3852,11
55,438,2,520,91,0,3,91,1570,3934,11
54,459,2,493,89,313,30,89,2160,369,11
53,46,3,490,88,26,29,88,3370,333,11
51,477,3,487,9,1,29,88,4020,2842,11
50,51,3,555,92,0,29,87,4070,347,11
48,564,3,553,93,0,28,87,4370,2937,10
46,63,3,508,95,0,28,86,4910,2874,10
46,69,3,578,93,0,27,86,5030,2530,9
46,6,3,565,9,350,27,85,5060,23,9
46,587,3,552,88,37,27,85,4990,1325,9
47,568,3,672,86,49,26,84,4880,1438,9
48,536,3,719,83,10,26,84,4640,1637,9
82,53,0,,67,22,60,98,10,5585,16
82,54,0,730,67,26,59,98,10,5918,16
82,57,0,730,67,51,59,98,10,6283,16
82,57,0,740,53,30,58,98,10,57135,16
82,58,0,740,42,26,58,98,10,59593,16
82,58,0,720,,6,57,98,10,5276,16
81,62,0,730,,3,57,98,10,4628,16
81,62,0,690,,25,57,98,10,55747,16
89,63,0,690,,1,56,98,10,53324,16
88,64,0,650,,19,56,98,10,46256,16
85,66,0,650,,13,55,98,10,4385,16
83,7,0,660,,5,55,99,10,42442,16
82,69,0,690,,3,54,99,10,36961,16
80,71,0,690,,9,54,99,10,29572,16
80,73,0,660,,5,53,99,10,26969,16
80,73,0,620,,59,53,99,10,29284,16
83,49,0,,,35,57,97,10,8990,16
83,51,0,961,,23,57,96,10,85815,16
83,52,0,973,,175,57,96,10,84659,16
83,54,0,986,,61,56,96,10,83164,16
83,55,0,999,,621,56,96,10,87998,16
82,57,0,1001,,77,55,95,10,74277,15
82,6,0,1015,,958,55,95,10,69672,15
82,6,0,1029,,2022,55,95,10,72120,15
82,63,0,1044,,1015,54,94,10,63223,15
82,65,0,1024,,0,54,94,10,57349,15
81,66,0,1015,,60,53,94,10,54798,15
81,69,0,1055,,39,53,93,10,53256,15
85,72,0,1082,,574,52,93,10,4797,15
84,74,0,1085,,0,52,93,10,41337,15
82,75,0,1112,,700,51,93,10,38539,15
80,78,0,1126,,0,6,93,10,37813,15
65,293,6,,41,45,57,41,10,,9
64,294,7,1,47,594,56,43,10,,9
64,37,7,1,71,740,55,41,10,,13
63,32,7,1,43,13,54,45,10,,13
72,163,7,76,66,13,53,72,10,,12
74,127,7,78,84,26,52,8,10,,12
74,124,7,81,84,22,51,8,10,,12
74,122,8,80,83,19,5,79,10,,12
74,121,8,83,83,403,49,8,10,258,12
74,123,8,97,83,517,49,8,10,1762,11
74,127,9,92,83,375,48,8,10,1577,11
73,131,9,93,82,189,47,81,10,149,11
73,134,9,129,81,801,46,83,10,1253,10
73,135,9,125,8,538,45,84,10,1263,10
73,135,10,129,8,290,45,82,10,1258,10
73,136,10,141,79,146,44,84,10,1178,10
70,161,10,,96,3,5,96,20,919,11
70,162,10,1,97,0,40,97,20,114,11
69,163,10,1,96,1,39,96,20,14,11
69,164,10,1,94,16,38,94,20,955,11
68,166,10,32,96,1,37,96,20,835,11
67,171,10,32,93,0,37,93,20,738,11
67,174,10,30,93,0,36,93,20,666,11
66,178,10,32,86,0,35,86,30,77,11
66,181,10,35,84,2,35,86,30,52,11
66,183,10,38,88,3,34,83,30,44,11
66,194,10,37,81,0,34,84,30,337,11
66,177,11,38,81,4,33,86,30,39,11
65,182,11,36,58,2144,33,85,30,236,10
64,193,12,60,39,927,32,85,30,189,10
64,194,13,86,,38,32,85,30,18,10
64,198,14,37,,192,31,83,30,138,10
75,148,8,,99,154,34,99,10,5815,14
75,152,8,641,99,0,32,99,10,5942,14
75,153,9,650,99,2641,31,99,10,6171,14
74,154,9,656,98,5197,3,99,10,5860,14
74,155,10,607,98,3156,29,99,20,5491,13
74,158,10,595,98,2583,28,99,20,575,13
74,16,11,588,98,6071,27,99,30,4213,13
74,162,11,592,98,7790,26,99,30,4379,13
73,165,12,620,96,3893,25,98,40,3972,12
73,168,13,618,96,3588,24,98,50,3369,12
73,177,13,626,96,3526,23,98,50,2894,12
72,189,14,617,96,4165,22,98,50,2660,12
72,189,15,614,96,4519,3,98,60,2359,12
71,192,16,593,95,10315,2,96,70,297,12
71,194,17,592,95,7319,19,96,80,1893,11
71,194,18,588,95,4074,19,97,80,28,11
76,12,0,,92,1,6,91,10,,13
76,12,0,113,97,116,60,95,10,,13
75,14,0,103,97,4,59,98,10,,13
75,15,0,123,98,7,59,95,10,,13
75,17,0,116,96,701,58,96,10,,13
75,18,0,147,9,217,57,95,10,,13
74,111,0,177,95,5,57,96,10,,13
74,111,0,172,97,27,56,95,10,,12
74,12,0,175,96,1,56,95,10,,12
74,122,0,174,89,3,55,93,10,,12
74,12,0,175,53,5,55,97,10,,12
74,12,0,207,,9,55,94,10,,12
73,126,0,240,,18,54,96,10,,12
73,128,0,253,,19,54,96,10,,12
73,126,0,327,,27,53,91,10,,12
73,125,0,286,,36,53,95,10,,12
68,152,2,,76,43,17,76,10,1162,13
68,155,2,1,77,47,17,77,10,1154,13
68,158,2,1,82,4,17,82,10,118,13
67,159,2,1,83,16,16,83,10,1118,13
67,161,2,50,67,763,16,67,10,115,13
67,163,2,10,72,50,16,72,10,850,12
67,165,2,9,72,10,15,72,10,757,12
66,168,2,6,79,0,15,79,10,644,12
66,173,2,5,,0,14,7,10,525,11
65,186,2,4,,90,14,63,10,442,11
64,26,3,36,,203,14,55,10,478,11
62,229,3,38,,41,13,57,10,468,10
61,25,3,44,,94,13,55,10,471,10
62,261,3,48,,0,13,54,10,49,10
59,269,3,50,,0,12,,10,56,10
59,276,3,50,,0,12,,10,422,0
60,287,13,,88,20,24,88,100,551,12
60,285,13,1,87,577,24,87,100,62,12
59,287,14,1,84,564,23,84,150,579,12
59,294,14,1,84,238,23,84,170,564,12
58,34,14,144,85,187,22,85,260,562,12
57,323,14,121,83,120,21,83,380,488,11
57,336,14,124,78,425,3,78,430,500,11
56,344,14,133,24,187,2,81,480,513,10
56,344,14,137,,8,20,82,510,43,11
56,345,15,137,,26,19,84,500,377,10
55,357,15,114,,38,19,82,500,372,10
55,355,15,101,,61,18,71,510,350,10
55,355,15,102,,295,18,72,520,31,10
55,351,15,100,,363,18,59,530,29,10
55,345,14,95,,1833,17,5,530,27,9
55,339,14,110,,3578,17,64,510,26,9
74,133,0,,78,0,75,78,10,494,14
73,135,0,1,8,0,75,8,10,4192,14
73,137,0,1,82,0,74,82,10,4267,14
73,138,0,1,77,0,74,77,10,452,14
73,14,0,96,82,0,73,82,10,445,14
73,142,0,124,82,0,73,82,10,3548,14
73,147,0,108,84,0,72,84,10,38,15
73,145,0,110,84,0,72,86,10,3393,15
73,146,0,205,87,0,8,87,10,2932,15
72,148,0,179,89,0,7,88,10,2893,15
72,15,0,157,89,0,69,89,10,2595,15
72,151,0,180,9,0,69,9,10,2284,15
72,153,0,179,85,0,68,9,10,230,14
72,155,0,151,88,0,67,84,10,1842,14
72,157,0,135,91,4,66,89,10,1838,13
72,158,0,124,93,0,66,91,10,263,14
71,17,0,,9,0,47,96,30,17322,13
71,171,0,694,92,0,46,92,30,19325,13
71,172,0,671,92,0,45,92,30,1968,13
78,174,0,670,92,0,44,92,40,19153,13
76,176,0,650,9,0,43,9,40,1954,13
74,179,0,650,9,0,42,9,40,16684,13
71,183,0,637,9,0,41,9,20,1459,13
70,185,0,641,9,0,4,9,30,21188,12
70,187,0,637,89,0,39,88,70,1653,12
70,188,0,635,89,0,38,92,60,1496,12
70,189,0,612,95,0,38,95,50,12323,12
69,19,0,582,94,0,37,94,100,130,12
69,191,0,553,76,0,36,91,50,885,12
69,192,0,512,5,0,35,96,200,750,12
69,194,0,455,,0,34,91,120,6936,12
69,197,0,468,,0,34,9,90,644,12
75,1,3,,98,16,61,98,10,3829,15
75,12,3,139,98,15,6,98,10,4272,15
75,13,3,129,98,16,59,98,10,4199,15
75,13,3,130,97,48,58,97,10,4138,15
75,13,3,129,98,11,57,98,10,4257,15
75,12,3,128,98,1,57,98,10,414,14
75,12,3,140,99,1,56,99,10,4130,14
75,12,3,137,99,2,55,99,10,432,14
75,12,3,124,98,4,54,98,10,3778,14
74,12,3,146,99,3,53,99,10,3372,14
74,14,3,137,97,15,52,98,10,3195,14
74,15,3,136,96,1,51,97,10,3113,14
74,17,4,134,92,22,6,95,10,2762,14
74,19,4,117,93,98,50,96,10,2347,13
73,11,4,119,94,231,49,98,10,2255,13
73,112,4,121,94,47,48,97,10,2214,13
76,16,15,,97,342,66,97,10,1980,15
76,17,16,145,96,565,65,96,10,12127,15
75,19,17,141,97,7405,65,98,10,12543,14
75,112,19,154,97,349,64,97,10,1172,14
75,114,20,153,96,111,63,97,10,11341,14
74,116,21,149,96,7,62,97,10,1673,13
74,118,23,140,94,4,61,96,10,936,13
74,121,25,139,92,0,6,96,10,186,13
73,124,26,126,96,3,59,96,10,979,12
73,126,28,129,82,34,59,9,10,835,12
72,129,30,129,85,6200,58,9,10,7384,12
72,132,33,135,77,8927,57,85,10,65,12
72,135,35,142,68,5844,56,68,10,4719,12
71,138,38,147,72,7823,55,78,10,367,12
78,14,41,149,77,30509,54,88,10,3120,11
74,143,44,154,71,16244,54,85,10,4317,11
66,215,6,,99,0,49,99,10,6433,11
66,217,7,290,97,0,48,98,10,7962,11
65,228,7,293,98,0,47,98,10,734,11
66,22,7,275,98,0,46,97,10,6675,11
66,217,7,255,97,0,45,97,10,5650,11
66,211,7,248,96,0,44,96,10,4439,11
66,215,6,235,97,0,43,96,10,436,11
65,235,6,240,96,0,43,96,10,394,11
64,241,6,258,98,59,42,98,10,26,10
64,245,6,271,98,48,41,98,10,2137,10
63,248,6,285,99,0,5,99,10,175,10
64,238,6,286,96,1,4,97,10,1454,10
63,231,7,288,97,1,39,83,10,1284,10
63,229,7,233,96,11,39,98,10,968,10
64,221,7,235,,9,38,95,10,774,10
64,224,7,290,,113,38,97,10,643,0
,,0,1,9,0,79,9,10,3542,0
62,291,66,,78,478,19,78,310,694,10
62,38,68,1,78,314,18,78,320,719,10
67,325,71,1,78,7878,18,78,400,662,10
60,339,73,1,78,2027,17,78,460,648,10
59,347,76,1022,82,3312,17,82,680,584,11
58,362,79,1003,8,1313,16,8,800,595,11
58,378,82,963,79,1601,16,79,810,647,11
56,41,84,979,71,1319,16,71,820,450,11
56,41,88,965,73,3776,15,73,840,42,10
55,41,93,981,64,5736,15,64,860,336,11
53,446,99,1009,64,22,15,64,870,316,11
51,485,104,989,62,141,14,62,890,288,12
51,53,109,1016,44,29429,14,59,940,238,12
49,523,112,1042,29,49871,14,57,1000,24,11
48,539,115,1057,,48543,13,55,1080,235,11
47,554,116,1047,,42554,13,52,1160,258,10
71,195,4,,22,105,61,23,20,2125,15
78,23,4,806,22,0,7,23,20,315,15
71,198,4,844,46,0,6,76,20,430,15
77,25,5,844,46,12746,60,76,20,3855,15
75,24,5,848,21,1333,59,5,20,3570,15
70,212,5,839,48,39,59,52,20,2965,15
69,231,5,871,66,0,58,71,30,2545,15
68,273,5,946,84,48,58,9,40,3891,15
68,277,5,886,92,1005,57,98,70,369,15
68,267,5,799,96,42724,57,98,80,233,15
67,278,5,731,97,2392,56,96,90,1829,15
67,267,5,679,98,146,56,99,100,1367,15
68,256,6,592,77,411,56,97,90,149,14
68,256,6,489,48,7587,55,99,90,879,14
68,253,6,431,7,16970,55,99,80,79,13
68,257,6,449,4,817,55,99,70,636,13
77,75,1,,99,347,64,99,10,3912,13
77,77,1,191,99,344,62,99,10,44450,13
77,78,1,182,98,0,7,98,10,4336,13
77,8,1,175,96,132,59,96,10,42112,13
76,81,1,173,95,0,57,95,10,4462,13
76,82,1,169,94,87,56,94,10,3549,13
76,84,1,173,93,0,55,93,10,3373,13
76,85,1,186,92,55,55,92,10,45759,13
76,87,1,169,92,0,55,92,10,42673,13
75,89,1,174,92,0,56,92,10,42372,13
75,92,1,179,92,29,57,94,10,39440,13
75,95,1,177,92,22,57,94,10,36161,12
75,98,1,174,92,42,57,94,10,3324,12
75,11,1,172,92,53,56,94,10,31311,12
75,14,1,167,92,30,55,94,10,3162,12
74,17,1,164,92,69,54,94,10,3371,12
81,69,3,1066,,91,67,96,10,,
81,71,3,1037,,133,66,95,10,,
87,72,3,1032,,1919,65,95,10,,
86,72,3,1042,,2092,65,95,10,,
86,74,3,1068,,1112,64,95,10,,
82,77,3,1088,,443,64,94,10,,
81,78,4,1079,,1212,63,93,10,,
80,8,4,1147,,1445,63,92,10,,
80,8,4,1184,,1022,62,92,10,,
79,82,4,1161,,764,61,92,10,,
79,82,4,1205,,79,7,91,10,,
79,83,4,1222,,189,6,92,10,,
78,86,4,1185,,460,60,91,10,,
78,87,4,1144,,314,59,91,10,,
78,88,4,1091,,73,58,91,10,,
78,89,4,1059,,104,58,91,10,,
62,279,85,,98,30,24,98,140,,
67,34,86,1,97,88,23,97,140,,
60,323,86,420,91,185,23,91,210,,
59,348,87,398,92,1668,22,92,240,,
58,348,88,404,9,1622,21,9,310,,
58,36,89,419,91,167,3,91,460,,
57,368,91,397,85,1574,2,85,640,,
56,376,92,344,86,3413,20,86,740,,
55,411,94,440,83,7726,19,83,850,,
53,437,96,407,9,2362,19,9,940,,
52,449,97,394,9,23,18,9,1000,,
52,454,100,381,95,1419,18,95,1080,,
58,459,103,234,95,1673,17,95,1150,,
52,46,106,337,89,5131,17,89,1210,,
50,46,110,409,,11847,16,87,1250,,
49,457,114,389,,14649,16,79,1280,,
79,13,23,,92,188,70,95,10,,
79,14,23,882,92,667,69,95,10,,
79,16,23,882,91,187,69,94,10,,
79,16,24,882,9,55,68,94,10,,
79,16,25,867,91,220,68,96,10,,
79,15,25,855,92,63,67,95,10,,
79,18,26,871,92,71,66,95,10,,
78,18,27,874,94,140,66,96,10,,
78,11,27,874,93,43,65,96,10,,
78,113,28,863,93,55,64,96,10,,
78,112,28,852,93,66,64,96,10,,
78,111,28,848,92,37,63,96,10,,
77,114,28,840,92,56,62,96,10,,
77,115,28,833,88,41,62,94,10,,
77,115,28,825,89,116,7,94,10,,
77,114,28,821,9,85,6,94,10,,
77,116,0,,95,0,64,95,10,15525,16
77,117,0,603,95,0,63,95,10,16738,16
77,117,0,582,94,0,63,94,10,16881,16
77,118,0,577,95,0,62,95,10,1593,16
77,111,0,597,95,0,62,95,10,14166,16
76,118,0,621,95,0,61,95,10,11938,16
77,118,0,667,95,0,7,95,10,9415,16
76,119,1,676,94,0,6,94,10,962,16
75,124,1,667,94,0,60,94,10,80,15
76,117,1,658,95,0,59,95,10,5878,15
76,123,1,635,96,0,58,96,10,523,16
75,122,1,566,94,0,58,94,10,4117,16
75,121,1,511,91,0,57,91,10,3623,15
75,124,1,586,95,0,56,95,10,489,15
75,123,1,648,94,0,56,94,10,6281,14
75,131,1,665,92,0,55,9,10,6872,14
69,184,15,,99,22,45,99,10,2138,12
69,184,16,1,99,8,44,99,10,25,12
69,185,17,1,99,0,43,99,10,198,12
69,184,18,1,99,0,42,99,10,174,12
69,183,19,283,99,476,41,99,10,1565,12
68,183,20,273,99,117,5,99,20,1378,12
68,183,21,256,98,0,4,98,20,1213,12
68,184,22,236,91,2,39,98,30,182,12
68,184,22,215,99,863,39,96,30,83,12
68,185,23,196,98,823,38,96,40,654,12
67,192,24,178,99,737,38,99,30,547,12
68,183,24,159,99,75,37,99,30,465,12
67,183,25,154,99,85,36,98,30,396,11
67,186,27,147,62,25,36,99,20,383,11
67,185,28,153,,22,35,99,20,457,11
67,189,30,160,,80,35,99,10,558,11
72,13,0,,64,39,53,64,10,286,11
72,134,0,1,64,10,53,64,10,3148,11
72,135,0,1,64,0,52,64,10,3167,11
71,138,0,1,64,0,6,64,10,3159,11
71,141,0,85,63,0,50,65,10,3276,11
71,145,0,91,62,0,49,65,10,2966,11
78,149,0,83,62,0,48,66,10,2643,11
75,153,0,118,61,0,47,67,10,2698,11
73,157,0,101,6,0,47,67,10,2393,11
71,161,0,100,59,0,46,68,10,248,11
70,165,0,88,61,3,45,68,10,1886,11
70,169,0,85,63,0,44,69,10,1788,11
69,173,0,120,64,165,43,69,10,159,10
69,176,0,124,66,101,43,7,10,1354,10
69,179,0,91,68,7,42,7,10,1363,10
69,18,0,121,7,9,41,71,10,1470,10
74,157,9,,87,0,62,87,10,,14
74,158,9,647,78,0,62,78,10,,14
74,159,9,671,82,0,61,82,10,,14
74,161,9,670,81,1,6,81,10,,14
74,158,9,674,78,0,60,78,10,,14
74,158,9,722,78,0,59,78,10,,14
74,166,9,759,84,0,59,84,10,,14
73,168,9,818,53,0,58,5,10,,13
73,165,9,870,62,32,58,62,10,,13
74,163,9,827,71,78,57,71,10,,12
74,158,9,792,88,0,57,87,10,,12
73,161,10,755,82,0,56,86,10,,12
72,172,10,630,72,0,55,68,10,,12
73,167,10,689,6,2392,55,65,10,,11
73,169,10,805,53,115,54,7,10,,10
73,168,11,801,5,22,53,77,10,,11
76,127,28,,97,256,18,97,10,,13
76,128,28,409,95,15033,17,95,10,,13
76,129,28,400,59,1123,16,59,10,,12
76,13,29,412,97,578,15,97,10,,12
75,131,29,394,95,750,15,95,10,,12
75,133,29,393,88,2809,14,93,10,,12
75,134,29,386,94,6582,13,96,10,,12
75,135,28,358,87,352,13,93,20,,12
75,136,28,301,67,17,12,92,20,,11
75,136,28,256,93,1978,12,94,20,,11
74,136,29,270,94,410,11,95,20,,11
74,136,29,286,94,217,2,96,20,,11
74,137,30,219,78,2297,1,99,20,,11
74,137,30,203,,6755,1,75,20,,11
74,138,32,184,,12058,10,96,10,,11
73,139,33,160,,16512,9,96,10,,10
66,224,37,,69,468,41,69,10,,9
65,228,37,1,73,815,4,73,10,,9
65,226,36,4,73,400,40,73,10,,9
65,236,36,4,67,2177,39,67,10,,9
65,234,35,4,69,2676,38,69,10,,9
64,233,35,6,76,510,37,76,10,,9
64,235,36,3,76,130,36,76,10,,8
64,238,37,4,78,7,36,78,10,,9
63,24,38,5,79,13,35,79,10,,9
63,242,39,4,78,8079,35,78,10,,9
63,245,40,4,8,6285,34,79,10,,9
62,247,42,6,43,12708,33,72,10,,8
62,249,43,4,38,8536,33,61,10,,8
62,25,45,7,31,890,32,65,10,,8
61,251,46,8,19,485,32,73,10,,8
68,252,48,7,14,0,31,74,10,,8
62,33,27,,9,9,23,9,410,1314,13
61,314,28,1,86,9,23,86,430,1739,13
63,328,29,241,79,35,22,79,480,186,13
59,349,29,259,78,896,22,78,560,1735,12
58,366,29,257,81,13234,21,81,630,1645,12
58,363,30,247,83,15754,3,83,680,1463,12
57,368,30,230,94,26,2,94,910,1139,12
56,45,31,212,87,140,20,87,1190,1370,11
53,487,32,208,8,535,19,8,1360,115,11
58,526,33,225,81,459,19,81,1590,13,11
49,554,34,233,82,45,18,82,1700,691,11
48,578,36,246,,35,18,83,1760,53,11
46,64,39,233,,881,18,83,1820,429,10
46,69,41,244,,25036,17,84,1840,377,10
45,611,43,261,,16997,17,85,1860,378,10
44,614,44,262,,30930,17,85,1870,342,10
67,336,22,,87,0,32,87,620,119,10
59,371,23,650,91,0,31,91,630,127,10
58,399,25,639,95,0,4,95,680,111,10
57,429,26,609,97,0,3,95,880,956,10
55,464,28,600,94,0,30,93,1330,840,10
52,527,29,521,9,9696,29,89,1570,714,10
50,587,30,464,73,853,29,73,1810,66,10
48,632,30,356,75,0,29,75,2050,326,10
47,67,29,388,72,242,28,73,2370,397,10
45,7,28,457,68,212,28,7,2680,415,10
45,717,28,414,65,420,28,68,3030,445,9
44,723,27,436,68,31,27,65,3360,454,9
45,715,26,406,7,998,27,68,3670,453,10
45,73,25,443,73,304,26,71,3980,57,10
45,686,25,172,76,529,26,75,4210,549,10
46,665,24,168,79,1483,26,78,4350,547,10
